ID,Question,True Answer,Predicted Answer,Correct,Strategy,Question Type,Match Type,Cost,Tokens Used
75a6273b088d11ebbd70ac1f6bf848b6,Are the directors of both films Cannibal Girls and Battle Circus (Film) from the same country?,no,No,True,cot,bridge_comparison,exact,0.0017320000000000002,1129
2cc00f2f086d11ebbd61ac1f6bf848b6,Do Milan Mijatović and Derrick Martin have the same nationality?,no,No,True,cot,comparison,exact,0.0017555000000000001,1149
14e4c2e6088b11ebbd6fac1f6bf848b6,Are the directors of films Retalhos Da Vida De Um Médico and The Shooting both from the same country...,no,No,True,cot,bridge_comparison,exact,0.003662,2411
513d7f8a090811ebbdadac1f6bf848b6,"Which film was released more recently, The Possession Of Joel Delaney or Pattinapakkam?",Pattinapakkam,Pattinapakkam was released more recently than The Possession of Joel Delaney,True,cot,comparison,contains,0.0016470000000000002,1081
c7c2eb840bda11eba7f7acde48001122,When did the director of film Martín Rivas (Film) die?,5 September 1965,"Carlos F. Borcosque, the director of Martín Rivas (Film), died on 5 September 1965",True,cot,compositional,contains,0.0015795,1025
71ea26f2086d11ebbd62ac1f6bf848b6,Do both films: Chatrak and Sex And Blood In The Trail Of The Treasure have the directors from the sa...,no,"No, the directors of Chatrak and Sex And Blood In The Trail Of The Treasure are not from the same country",True,cot,bridge_comparison,contains,0.0017045,1102
0829af8c0bdb11eba7f7acde48001122,What is the date of death of the director of film They Didn'T Know?,4 February 1986,"The director of the film ""They Didn't Know,"" Herbert Smith, died on 4 February 1986",True,cot,compositional,contains,0.0018765000000000001,1233
549db0b7097d11ebbdb0ac1f6bf848b6,"Are both villages, Golema Rečica and Nian, Kermanshah, located in the same country?",no,"No, Golema Rečica and Nian, Kermanshah are not located in the same country",True,cot,comparison,contains,0.0013830000000000001,894
a61b439f087111ebbd63ac1f6bf848b6,Are both director of film Proloy (Film) and director of film The War Boy from the same country?,no,"The directors of the film Proloy (Raj Chakraborty) and The War Boy (Allan Eastman) are not from the same country. Raj Chakraborty is from India, while Allan Eastman is from Canada",True,cot,bridge_comparison,contains,0.0017394999999999997,1123
738224960bd911eba7f7acde48001122,What is the date of death of the director of film Heléne Of The North?,"March 30, 1949","March 30, 1949",True,cot,compositional,exact,0.0015435000000000002,1012
4fb8ac920bd911eba7f7acde48001122,Where was the place of death of Marie Thérèse Of France (1667–1672)'s father?,Palace of Versailles,"Louis XIV of France died in the Palace of Versailles, France",True,decomposition,compositional,contains,0.0024295,1572
392148960bb011ebab90acde48001122,Who is the paternal grandmother of Przemysław Potocki?,Ludwika Lubomirska,"Ludwika Lubomirska, daughter of",True,decomposition,inference,contains,0.0014865,941
fb87d8ea08e811ebbda6ac1f6bf848b6,"Who lived longer, Herbert Findeisen or Léonie Humbert-Vignot?",Léonie Humbert-Vignot,Herbert Findeisen lived longer than Léonie Humbert-Vignot,True,decomposition,comparison,contains,0.0012335,782
c449c9da088511ebbd6dac1f6bf848b6,"Which film has the director born first, Sensation In Savoy or Devasuram?",Sensation In Savoy,"Sensation in Savoy, directed by Eduard von Borsody, has the director born first",True,decomposition,bridge_comparison,contains,0.0017195,1098
ff9efaee085511ebbd59ac1f6bf848b6,"Which film has the director died later, Traición or Millipilleri?",Millipilleri,September,False,decomposition,bridge_comparison,no_match,0.0023175,1495
b473c23c088611ebbd6dac1f6bf848b6,"Do the movies Tantric Tourists and Emotional Arithmetic, originate from the same country?",no,Paolo Barzman,False,decomposition,comparison,no_match,0.0013559999999999998,854
2bb113d4087d11ebbd6aac1f6bf848b6,"Which film has the director who was born later, Brothers' Nest or The Young And The Guilty?",Brothers' Nest,"Clayton Jacobson, the director of ""Brothers' Nest"", was born later than Peter Cotes, the director of """,True,decomposition,bridge_comparison,contains,0.0016365,1041
c05167a308cb11ebbd93ac1f6bf848b6,Did Shana Mahaffey and André Egli have the same nationality?,no,Shana Mahaffey and André Egli do not have the same nationality,True,decomposition,comparison,contains,0.0016375,1044
612e46fe08a411ebbd7cac1f6bf848b6,"Are the movies El Camino De San Diego and Vamps (Film), from the same country?",no,The movies,False,decomposition,comparison,no_match,0.0012615,791
543c70de085f11ebbd5cac1f6bf848b6,Were Samuel Hanson Stone and Will James (artist) from the same country?,no,"No, Samuel Hanson Stone and Will James (artist) were not from the same",True,decomposition,comparison,contains,0.001626,1034
3e6813c2085211ebbd58ac1f6bf848b6,"Which film has the director who is older, The Magnificent Rogue or Amar Shakti?",The Magnificent Rogue,The Magnificent Rogue? - Albert,True,decomposition,bridge_comparison,contains,0.0014685,929
903c26ce087111ebbd63ac1f6bf848b6,"Which film has the director who was born first, Sangre De Mayo or Hell Boats?",Hell Boats,"Hell Boats, directed by Paul Wendkos, has the director who was born",True,decomposition,bridge_comparison,contains,0.0014234999999999999,899
688dabb40bd911eba7f7acde48001122,What is the place of birth of the performer of song Once I Loved?,Hoboken,"Hoboken, New Jersey",True,decomposition,compositional,contains,0.0036044999999999996,2382
6b2a4d760bdb11eba7f7acde48001122,When did Ji Shengde's father die?,"February 10, 2000","Ji Pengfei died on February 10, 2000",True,decomposition,compositional,contains,0.00158,1025
a9a0b061099011ebbdb0ac1f6bf848b6,"Are both Bayfield, Wisconsin and Drmeni located in the same country?",no,North Macedonia,True,decomposition,comparison,contains,0.0013995,883
c6419d2c087a11ebbd67ac1f6bf848b6,"Which film has the director who died later, I Am A Camera (Film) or Among Vultures?",Among Vultures,"Alfred Vohrer, the director of ""Among",False,decomposition,bridge_comparison,no_match,0.0016215,1031
13dc98b80bda11eba7f7acde48001122,What nationality is the director of film Fag Hag (Film)?,American,American,True,decomposition,compositional,exact,0.0011205,709
a06cf618088011ebbd6cac1f6bf848b6,"Which film has the director who was born earlier, Joyless Street or Vaettiya Madichu Kattu?",Joyless Street,Joyless Street and Vaettiya,True,decomposition,bridge_comparison,contains,0.0016845,1073
a1baa1ca088d11ebbd70ac1f6bf848b6,"Which film has the director born first, Best Of Enemies (2015 Film) or The Rhineland Girl?",The Rhineland Girl,"Johannes Meyer, the director of The Rhineland Girl, was born before Morgan Neville, the director of Best of Enemies (2015 film)",True,decomposition,bridge_comparison,contains,0.001538,980
d12cf55c0bda11eba7f7acde48001122,Which country the composer of song The Autumn Waltz is from?,American,"The composer of the song ""The Autumn Waltz"" is from the United",False,decomposition,compositional,no_match,0.0015135,959
a0c5a73108b311ebbd86ac1f6bf848b6,"Did the movies We Stick Together Through Thick and Thin and Total Badass, originate from the same co...",no,Total Badass,False,decomposition,comparison,no_match,0.001362,858
7f3a4ebe0baf11ebab90acde48001122,Who is the maternal grandfather of Gaius Antonius (Brother Of Mark Antony)?,Lucius Julius Caesar,Gaius Antonius,False,decomposition,inference,no_match,0.0013379999999999998,842
02e1a5ce0bdc11eba7f7acde48001122,When did the director of film Society Girl (1932 Film) die?,"June 20, 1972","Sidney Lanfield, the director of the film ""Society Girl"" (1932 Film), died on June",False,decomposition,compositional,no_match,0.001941,1244
f78a0f9c08af11ebbd84ac1f6bf848b6,Did Franco Rossetti and Babette De Leede have the same nationality?,no,They do not have the same nationality,True,decomposition,comparison,contains,0.0024795000000000004,1613
5ed0bc4a097b11ebbdb0ac1f6bf848b6,"Which film was released first, Ganga Maiyya Tohe Piyari Chadhaibo or Olavina Udugore?",Ganga Maiyya Tohe Piyari Chadhaibo,Ganga Maiyya Tohe Piyari Chadhaibo released? 2,True,decomposition,comparison,contains,0.001779,1136
aa85c38e0bda11eba7f7acde48001122,When is Julian Farino's wife's birthday?,20 January 1970,20th January,False,decomposition,compositional,no_match,0.0020755,1359
1ad3044208c211ebbd8bac1f6bf848b6,"Which film has the director born first, The Broken Coin or Our Friends, the Hayseeds?",The Broken Coin,The Broken Coin,True,decomposition,bridge_comparison,exact,0.0016225,1042
1d37a568088011ebbd6cac1f6bf848b6,Are director of film Red Dust (1999 Film) and director of film Kaadhal (1952 Film) from the same cou...,no,Are,False,decomposition,bridge_comparison,no_match,0.001584,1006
e1dd507c0bda11eba7f7acde48001122,What is the cause of death of director of film What Every Girl Should Know (Film)?,heart attack,Charles Reisner died of a heart attack,True,decomposition,compositional,contains,0.001453,937
e07e7a680bd911eba7f7acde48001122,When was the director of film Carmen Jones (Film) born?,5 December 1905,"Otto Preminger, the director of film Carmen Jones (Film), was born on 5th December 1905",True,decomposition,compositional,word_overlap,0.0018870000000000002,1219
bb3049d4085b11ebbd5cac1f6bf848b6,"Did the movies French Without Tears (Film) and Desert Hell, originate from the same country?",no,"The movie ""Desert Hell"" is a 1958 American adventure film directed by Charles Marquis Warren",False,decomposition,comparison,no_match,0.0012885,809
95e2adbf08e411ebbda4ac1f6bf848b6,"Which film has the director who was born later, No Day Without You or Chakrapani?",Chakrapani,12 October 1918,False,decomposition,bridge_comparison,no_match,0.0013679999999999999,862
a8a591d8086611ebbd5eac1f6bf848b6,"Who was born later, Ralph Earle Jr. or Kelley Jones?",Kelley Jones,Kelley Jones was born later than Ralph Earle Jr,True,decomposition,comparison,contains,0.0013715,874
b85735cf09b311ebbdb0ac1f6bf848b6,"Are Fossebreen and Peak Pobeda, Sakha located in the same country?",no,"Fossebreen and Peak Pobeda, Sakha are not located in the same country",True,decomposition,comparison,contains,0.0015980000000000002,1020
3a6dda2908ce11ebbd94ac1f6bf848b6,Are both Urumbilum River and Ailette (River) located in the same country?,no,"No, Ur",True,decomposition,comparison,contains,0.00099,610
caa1cdf4084a11ebbd56ac1f6bf848b6,"Are both Hanimaadhoo International Airport and Andøya Airport, Andenes located in the same country?",no,Are Hanimaadhoo International,False,decomposition,comparison,no_match,0.0020055,1287
c18c8d7c088c11ebbd6fac1f6bf848b6,Are Matías Molina and Sunisa Lee of the same nationality?,no,They are not of the same nationality,True,decomposition,comparison,contains,0.0016365000000000002,1049
0df769a80bdc11eba7f7acde48001122,What is the date of birth of the director of film Sixteen Daughters And No Father?,"September 6, 1895","September 6, 1895",True,decomposition,compositional,exact,0.0014235,903
8b663386088c11ebbd6fac1f6bf848b6,Do both films City Police (Film) and Paradjanov (Film) have the directors from the same country?,no,The directors of City Police (Film) and Paradjanov (Film) are not from the same country,True,decomposition,bridge_comparison,contains,0.0018514999999999998,1185
7745d54508b611ebbd88ac1f6bf848b6,"Which film has the director born first, The Self-Made Wife or Nameless Men?",The Self-Made Wife,The Self-Made Wife? - The,True,decomposition,bridge_comparison,contains,0.001254,786
d3ed9c6108a611ebbd7fac1f6bf848b6,"Which film has the director who was born first, The Frighteners or Ambassador Bill?",Ambassador Bill,Ambassador Bill,True,decomposition,bridge_comparison,exact,0.0024525,1590
fa63aa9208c411ebbd8eac1f6bf848b6,Do director of film Full Moon High and director of film East Side Story (1997 film) have the same na...,no,s to sub-questions:,False,decomposition,bridge_comparison,no_match,0.0015704999999999998,997
a0f19344087d11ebbd6bac1f6bf848b6,Are Disrupt and The Fucking Buckaroos (Band) from the same country?,yes,"Yes, Disrupt and The Fucking Buckaroos (Band) are from the same country",True,decomposition,comparison,contains,0.0016425,1045
bae06a2c087e11ebbd6bac1f6bf848b6,Are the directors of both films Kistimaat and The War With Grandpa from the same country?,no,"The directors of the films ""Kistimaat"" and ""The War with Grandpa"" are not from the same country",True,decomposition,bridge_comparison,contains,0.001647,1050
2a0545480bdc11eba7f7acde48001122,Where was the place of death of the director of film Héroes Sin Fama?,Buenos Aires,"Mario Soffici, the director of the film ""Héroes sin fama,"" died in Buenos Aires",True,decomposition,compositional,contains,0.0014429999999999998,933
802c5f460bdd11eba7f7acde48001122,Which country the director of film Axis (Film) is from?,American,"The director of the film ""Axis"" is from the United States",False,decomposition,compositional,no_match,0.0012695,822
533f296e0bdd11eba7f7acde48001122,Where was the place of death of the composer of film The Magic Flute (2006 Film)?,Vienna,Tarcisio Fusco died in Italy.**,False,decomposition,compositional,no_match,0.0015890000000000001,1017
e6624d040bdb11eba7f7acde48001122,What is the place of birth of the director of film To Skin A Spy?,Lyon,"Lyon, France",True,decomposition,compositional,contains,0.001179,765
a020caaa0bdb11eba7f7acde48001122,Where did Hank Reinhardt's wife graduate from?,Oberlin College,Toni Weisskopf graduated from Oberlin College,True,decomposition,compositional,contains,0.002234,1446
25dc8438097811ebbdb0ac1f6bf848b6,Are Deh-E Ali Akbar and Tirgari located in the same country?,yes,Yes,True,decomposition,comparison,exact,0.0017000000000000001,1088
a2b938c60bd911eba7f7acde48001122,What is the date of death of the director of film Specter Of The Rose?,"April 18, 1964","April 18, 1964",True,decomposition,compositional,exact,0.0022005,1424
5af6021108e311ebbda4ac1f6bf848b6,Do both directors of films The Ninja Mission and Living On The Edge (Film) share the same nationalit...,no,"No, the directors of",True,decomposition,bridge_comparison,contains,0.0019125,1225
675d5b420bdc11eba7f7acde48001122,What is the date of birth of George Charles Wallich's father?,28 January 1786,28 January 1786,True,decomposition,compositional,exact,0.001786,1152
e6f5cc7e0bda11eba7f7acde48001122,What nationality is Moina Mathers's husband?,British,English,False,decomposition,compositional,no_match,0.00242,1571
77873c160bde11eba7f7acde48001122,Where did Sir Crispin Agnew Of Lochnaw's father die?,Mzuzu,28 August 1975,False,decomposition,compositional,no_match,0.0021945,1413
8cec26b008ee11ebbda8ac1f6bf848b6,Are Luka Božič and Rale Micic from the same country?,no,Luka Božič and Rale Micic are not from the same country,True,decomposition,comparison,contains,0.002276,1490
e41f8542098811ebbdb0ac1f6bf848b6,"Are both villages, Dam Tang-E Tikab and Bid Boland, Bushehr, located in the same country?",yes,Bid Boland,False,decomposition,comparison,no_match,0.0018374999999999997,1175
adc5fc0a096e11ebbdb0ac1f6bf848b6,"Are both villages, Band-E Karim Khani and Thornford, located in the same country?",no,Band-e Karim Khani and Thornford are not located in the same country,True,decomposition,comparison,contains,0.0019105,1232
cdfcc5b608ac11ebbd83ac1f6bf848b6,"Who was born first, Ryan Stevenson (Cricketer) or Li Yining?",Li Yining,Li Yining was born before Ryan Stevenson (Cricketer),True,decomposition,comparison,contains,0.00143,920
9cfb3ce008d711ebbd9aac1f6bf848b6,"Which film has the director died first, The Sleeping City or Mano Rubata?",The Sleeping City,The Sleeping City? - The,True,decomposition,bridge_comparison,contains,0.001689,1076
2a329e1a098a11ebbdb0ac1f6bf848b6,Are Ayqer Chaman-E Olya and Fesha-E Sofla located in the same country?,yes,East Azerbaijan,False,decomposition,comparison,no_match,0.002148,1382
a540e81c086111ebbd5dac1f6bf848b6,"Which film has the director who was born later, Tutti Gli Uomini Del Deficiente or Untamed (1940 Fil...",Tutti Gli Uomini Del Deficiente,Final Answer,False,decomposition,bridge_comparison,no_match,0.0011205,697
5171280e0bdc11eba7f7acde48001122,Which country the director of film In Celebration is from?,British,"The director of the film ""In Celebration"" is from Britain",False,decomposition,compositional,no_match,0.001242,808
4c1cc2aa08df11ebbda0ac1f6bf848b6,"Were both Jens Christian Hostrup and Tengiz Zamtaradze, born in the same place?",no,The birthplaces of Jens Christian Hostrup and Tengiz Zamtaradze are not the same,True,decomposition,comparison,contains,0.001317,834
687bb3c60bdb11eba7f7acde48001122,What is the date of birth of Antonia Of Savoy's father?,5 February 1438,"February 5, 1438",True,decomposition,compositional,word_overlap,0.0023175,1504
195623d408f311ebbdaaac1f6bf848b6,Are Jaca Cathedral and Temple Of Proserpina located in the same country?,no,Jaca Cathedral and Temple of Proserpina are not located in the same country,True,decomposition,comparison,contains,0.0014415,925
84ae04040bdb11eba7f7acde48001122,Where did the director of film Tit For Tat (1921 Film) die?,"Chobham, Surrey","Chobham, Surrey",True,decomposition,compositional,exact,0.001384,893
582b1c8c094311ebbdaeac1f6bf848b6,"Which film came out first, Matrimonium or Kaala Patthar?",Kaala Patthar,Matrimonium came out in 2005,False,decomposition,comparison,no_match,0.0023925,1545
5b72193b097711ebbdb0ac1f6bf848b6,Are both Nagazeh-Ye Kuchak and Abadi Chaleh located in the same country?,yes,Abadi Chaleh,False,decomposition,comparison,no_match,0.0019455,1247
6e6fa96508f111ebbda8ac1f6bf848b6,"Who was born later, Angelika Slamová or Simen Spieler Nilsen?",Angelika Slamová,Simen Spieler Nilsen was born later than Angelika Slamová,True,decomposition,comparison,contains,0.0014845000000000001,942
75a6273b088d11ebbd70ac1f6bf848b6,Are the directors of both films Cannibal Girls and Battle Circus (Film) from the same country?,no,Are,False,decomposition,bridge_comparison,no_match,0.0018104999999999998,1157
2cc00f2f086d11ebbd61ac1f6bf848b6,Do Milan Mijatović and Derrick Martin have the same nationality?,no,Montenegrin,False,decomposition,comparison,no_match,0.0019140000000000001,1226
14e4c2e6088b11ebbd6fac1f6bf848b6,Are the directors of films Retalhos Da Vida De Um Médico and The Shooting both from the same country...,no,Retalhos Da Vida De Um,False,decomposition,bridge_comparison,no_match,0.0037199999999999998,2430
513d7f8a090811ebbdadac1f6bf848b6,"Which film was released more recently, The Possession Of Joel Delaney or Pattinapakkam?",Pattinapakkam,The Possession of Joel Delaney was released in 1972,False,decomposition,comparison,no_match,0.001827,1168
c7c2eb840bda11eba7f7acde48001122,When did the director of film Martín Rivas (Film) die?,5 September 1965,Carlos Francisco Borcosque,False,decomposition,compositional,no_match,0.0016875,1075
71ea26f2086d11ebbd62ac1f6bf848b6,Do both films: Chatrak and Sex And Blood In The Trail Of The Treasure have the directors from the sa...,no,The directors of Chatrak and Sex And Blood In The Trail Of The Treasure are not from the same country,True,decomposition,bridge_comparison,contains,0.001677,1076
0829af8c0bdb11eba7f7acde48001122,What is the date of death of the director of film They Didn'T Know?,4 February 1986,4 February 1986,True,decomposition,compositional,exact,0.0019305,1258
549db0b7097d11ebbdb0ac1f6bf848b6,"Are both villages, Golema Rečica and Nian, Kermanshah, located in the same country?",no,"Golema Rečica and Nian, Kermanshah are located in different countries",False,decomposition,comparison,no_match,0.0014460000000000002,923
a61b439f087111ebbd63ac1f6bf848b6,Are both director of film Proloy (Film) and director of film The War Boy from the same country?,no,Are,False,decomposition,bridge_comparison,no_match,0.0017655,1127
738224960bd911eba7f7acde48001122,What is the date of death of the director of film Heléne Of The North?,"March 30, 1949","March 30, 1949",True,decomposition,compositional,exact,0.001668,1069
